Entity,Code,Year,Population (historical estimates)
Algeria,DZA,1844,2807921
Algeria,DZA,1845,2812989
Algeria,DZA,1846,2818065
Algeria,DZA,1847,2823150
Algeria,DZA,1848,2828245
Algeria,DZA,1849,2838059
Algeria,DZA,1850,2852648
Algeria,DZA,1851,2872405
Algeria,DZA,1852,2897058
Algeria,DZA,1853,2926664
Algeria,DZA,1854,2956573
Algeria,DZA,1855,2986788
Algeria,DZA,1856,3017311
Algeria,DZA,1857,3048147
Algeria,DZA,1858,3079297
Algeria,DZA,1859,3110766
Algeria,DZA,1860,3142556
Algeria,DZA,1861,3174671
Algeria,DZA,1862,3207115
Algeria,DZA,1863,3239889
Algeria,DZA,1864,3272999
Algeria,DZA,1865,3306447
Algeria,DZA,1866,3340237
Algeria,DZA,1867,3374372
Algeria,DZA,1868,3408856
Algeria,DZA,1869,3443692
Algeria,DZA,1870,3478884
Algeria,DZA,1871,3514436
Algeria,DZA,1872,3550350
Algeria,DZA,1873,3586632
Algeria,DZA,1874,3623285
Algeria,DZA,1875,3660312
Algeria,DZA,1876,3697718
Algeria,DZA,1877,3735505
Algeria,DZA,1878,3773679
Algeria,DZA,1879,3812243
Algeria,DZA,1880,3851201
Algeria,DZA,1881,3890557
Algeria,DZA,1882,3930315
Algeria,DZA,1883,3970479
Algeria,DZA,1884,4011054
Algeria,DZA,1885,4052043
Algeria,DZA,1886,4093452
Algeria,DZA,1887,4135283
Algeria,DZA,1888,4177542
Algeria,DZA,1889,4219933
Algeria,DZA,1890,4262454
Algeria,DZA,1891,4305104
Algeria,DZA,1892,4347882
Algeria,DZA,1893,4390784
Algeria,DZA,1894,4434110
Algeria,DZA,1895,4477863
Algeria,DZA,1896,4522048
Algeria,DZA,1897,4566669
Algeria,DZA,1898,4611731
Algeria,DZA,1899,4663386
Algeria,DZA,1900,4721802
Algeria,DZA,1901,4787149
Algeria,DZA,1902,4859600
Algeria,DZA,1903,4939332
Algeria,DZA,1904,5020372
Algeria,DZA,1905,5102742
Algeria,DZA,1906,5186463
Algeria,DZA,1907,5271557
Algeria,DZA,1908,5358048
Algeria,DZA,1909,5433528
Algeria,DZA,1910,5497750
Algeria,DZA,1911,5550464
Algeria,DZA,1912,5591415
Algeria,DZA,1913,5620343
Algeria,DZA,1914,5649420
Algeria,DZA,1915,5678648
Algeria,DZA,1916,5708027
Algeria,DZA,1917,5737558
Algeria,DZA,1918,5766569
Algeria,DZA,1919,5802743
Algeria,DZA,1920,5846192
Algeria,DZA,1921,5897033
Algeria,DZA,1922,5955381
Algeria,DZA,1923,6021355
Algeria,DZA,1924,6088060
Algeria,DZA,1925,6155505
Algeria,DZA,1926,6223696
Algeria,DZA,1927,6292643
Algeria,DZA,1928,6362353
Algeria,DZA,1929,6441431
Algeria,DZA,1930,6530132
Algeria,DZA,1931,6628718
Algeria,DZA,1932,6737455
Algeria,DZA,1933,6856617
Algeria,DZA,1934,6977885
Algeria,DZA,1935,7101299
Algeria,DZA,1936,7226895
Algeria,DZA,1937,7354713
Algeria,DZA,1938,7484792
Algeria,DZA,1939,7613042
Algeria,DZA,1940,7739370
Algeria,DZA,1941,7863680
Algeria,DZA,1942,7985870
Algeria,DZA,1943,8105839
Algeria,DZA,1944,8227611
Algeria,DZA,1945,8351211
Algeria,DZA,1946,8476669
Algeria,DZA,1947,8604011
Algeria,DZA,1948,8733267
Algeria,DZA,1949,8871792
Algeria,DZA,1950,9019866
Algeria,DZA,1951,9271741
Algeria,DZA,1952,9521703
Algeria,DZA,1953,9771686
Algeria,DZA,1954,10011548
Algeria,DZA,1955,10242297
Algeria,DZA,1956,10473167
Algeria,DZA,1957,10703259
Algeria,DZA,1958,10933788
Algeria,DZA,1959,11164451
Algeria,DZA,1960,11394309
Algeria,DZA,1961,11598615
Algeria,DZA,1962,11778265
Algeria,DZA,1963,11969449
Algeria,DZA,1964,12179097
Algeria,DZA,1965,12381262
Algeria,DZA,1966,12613398
Algeria,DZA,1967,12897121
Algeria,DZA,1968,13190979
Algeria,DZA,1969,13491022
Algeria,DZA,1970,13795915
Algeria,DZA,1971,14110269
Algeria,DZA,1972,14439750
Algeria,DZA,1973,14786473
Algeria,DZA,1974,15153601
Algeria,DZA,1975,15724698
Algeria,DZA,1976,16500516
Algeria,DZA,1977,17134196
Algeria,DZA,1978,17632646
Algeria,DZA,1979,18166982
Algeria,DZA,1980,18739378
Algeria,DZA,1981,19351356
Algeria,DZA,1982,20000098
Algeria,DZA,1983,20682110
Algeria,DZA,1984,21393532
Algeria,DZA,1985,22132910
Algeria,DZA,1986,22882560
Algeria,DZA,1987,23586098
Algeria,DZA,1988,24243024
Algeria,DZA,1989,24889516
Algeria,DZA,1990,25518074
Algeria,DZA,1991,26133906
Algeria,DZA,1992,26748302
Algeria,DZA,1993,27354326
Algeria,DZA,1994,27937006
Algeria,DZA,1995,28478024
Algeria,DZA,1996,28984640
Algeria,DZA,1997,29476030
Algeria,DZA,1998,29924664
Algeria,DZA,1999,30346086
Algeria,DZA,2000,30774624
Algeria,DZA,2001,31200984
Algeria,DZA,2002,31624700
Algeria,DZA,2003,32055882
Algeria,DZA,2004,32510184
Algeria,DZA,2005,32956690
Algeria,DZA,2006,33435082
Algeria,DZA,2007,33983836
Algeria,DZA,2008,34569592
Algeria,DZA,2009,35196040
Algeria,DZA,2010,35856348
Algeria,DZA,2011,36543548
Algeria,DZA,2012,37260568
Algeria,DZA,2013,38000628
Algeria,DZA,2014,38760168
Algeria,DZA,2015,39543148
Algeria,DZA,2016,40339328
Algeria,DZA,2017,41136548
Algeria,DZA,2018,41927008
Algeria,DZA,2019,42705372
Algeria,DZA,2020,43451668
Algeria,DZA,2021,44177964
American Samoa,ASM,0,1
American Samoa,ASM,100,2
American Samoa,ASM,200,4
American Samoa,ASM,300,6
American Samoa,ASM,400,9
American Samoa,ASM,500,13
American Samoa,ASM,600,20
American Samoa,ASM,700,31
American Samoa,ASM,800,46
American Samoa,ASM,900,70
American Samoa,ASM,1000,105
American Samoa,ASM,1100,157
American Samoa,ASM,1200,236
American Samoa,ASM,1300,355
American Samoa,ASM,1400,533
American Samoa,ASM,1500,799
American Samoa,ASM,1600,1199
American Samoa,ASM,1700,1799
American Samoa,ASM,1710,1894
American Samoa,ASM,1720,1993
American Samoa,ASM,1730,2098
American Samoa,ASM,1740,2209
American Samoa,ASM,1750,2325
American Samoa,ASM,1760,2447
American Samoa,ASM,1770,2576
American Samoa,ASM,1780,2712
American Samoa,ASM,1790,2854
American Samoa,ASM,1800,3005
American Samoa,ASM,1810,3163
American Samoa,ASM,1820,3339
American Samoa,ASM,1830,3524
American Samoa,ASM,1840,3720
American Samoa,ASM,1850,3927
American Samoa,ASM,1860,4145
American Samoa,ASM,1870,4663
American Samoa,ASM,1880,5246
American Samoa,ASM,1890,5902
American Samoa,ASM,1900,6639
American Samoa,ASM,1910,7469
American Samoa,ASM,1920,8963
American Samoa,ASM,1930,10756
American Samoa,ASM,1940,12908
American Samoa,ASM,1950,19057
American Samoa,ASM,1951,19447
American Samoa,ASM,1952,19587
American Samoa,ASM,1953,19695
American Samoa,ASM,1954,19783
American Samoa,ASM,1955,19855
American Samoa,ASM,1956,19922
American Samoa,ASM,1957,19965
American Samoa,ASM,1958,19942
American Samoa,ASM,1959,19904
American Samoa,ASM,1960,20107
American Samoa,ASM,1961,20653
American Samoa,ASM,1962,21290
American Samoa,ASM,1963,21969
American Samoa,ASM,1964,22682
American Samoa,ASM,1965,23414
American Samoa,ASM,1966,24147
American Samoa,ASM,1967,24864
American Samoa,ASM,1968,25631
American Samoa,ASM,1969,26417
American Samoa,ASM,1970,27098
American Samoa,ASM,1971,27618
American Samoa,ASM,1972,28083
American Samoa,ASM,1973,28553
American Samoa,ASM,1974,29040
American Samoa,ASM,1975,29596
American Samoa,ASM,1976,30222
American Samoa,ASM,1977,30838
American Samoa,ASM,1978,31449
American Samoa,ASM,1979,32071
American Samoa,ASM,1980,32908
American Samoa,ASM,1981,34080
American Samoa,ASM,1982,35388
American Samoa,ASM,1983,36755
American Samoa,ASM,1984,38193
American Samoa,ASM,1985,39688
American Samoa,ASM,1986,41240
American Samoa,ASM,1987,42859
American Samoa,ASM,1988,44564
American Samoa,ASM,1989,46310
American Samoa,ASM,1990,47841
American Samoa,ASM,1991,49016
American Samoa,ASM,1992,50096
American Samoa,ASM,1993,51195
American Samoa,ASM,1994,52311
American Samoa,ASM,1995,53421
American Samoa,ASM,1996,54523
American Samoa,ASM,1997,55595
American Samoa,ASM,1998,56626
American Samoa,ASM,1999,57617
American Samoa,ASM,2000,58251
American Samoa,ASM,2001,58342
American Samoa,ASM,2002,58200
American Samoa,ASM,2003,57962
American Samoa,ASM,2004,57653
American Samoa,ASM,2005,57277
American Samoa,ASM,2006,56857
American Samoa,ASM,2007,56402
American Samoa,ASM,2008,55909
American Samoa,ASM,2009,55386
American Samoa,ASM,2010,54871
American Samoa,ASM,2011,54334
American Samoa,ASM,2012,53718
American Samoa,ASM,2013,53017
American Samoa,ASM,2014,52234
American Samoa,ASM,2015,51391
American Samoa,ASM,2016,50468
American Samoa,ASM,2017,49486
American Samoa,ASM,2018,48445
American Samoa,ASM,2019,47341
American Samoa,ASM,2020,46216
American Samoa,ASM,2021,45056
Andorra,AND,-10000,25
Andorra,AND,-9000,34
Andorra,AND,-8000,45
Andorra,AND,-7000,61
Andorra,AND,-6000,81
Andorra,AND,-5000,110
Andorra,AND,-4000,153
Andorra,AND,-3000,220
Andorra,AND,-2000,340
Andorra,AND,-1000,595
Andorra,AND,0,1219
Andorra,AND,100,1244
Andorra,AND,200,1269
Andorra,AND,300,1295
Andorra,AND,400,1321
Andorra,AND,500,1348
Andorra,AND,600,1376
Andorra,AND,700,1404
Andorra,AND,800,1433
Andorra,AND,900,1462
Andorra,AND,1000,1492
Andorra,AND,1100,1522
Andorra,AND,1200,1553
Andorra,AND,1300,1585
Andorra,AND,1400,1617
Andorra,AND,1500,1650
Andorra,AND,1600,1684
Andorra,AND,1700,1718
Andorra,AND,1710,1809
Andorra,AND,1720,1904
Andorra,AND,1730,2004
Andorra,AND,1740,2110
Andorra,AND,1750,2221
Andorra,AND,1760,2338
Andorra,AND,1770,2461
Andorra,AND,1780,2591
Andorra,AND,1790,2727
Andorra,AND,1800,2654
Andorra,AND,1801,2654
Andorra,AND,1802,2654
Andorra,AND,1803,2654
Andorra,AND,1804,2654
Andorra,AND,1805,2654
Andorra,AND,1806,2654
Andorra,AND,1807,2654
Andorra,AND,1808,2654
Andorra,AND,1809,2654
Andorra,AND,1810,2654
Andorra,AND,1811,2654
Andorra,AND,1812,2654
Andorra,AND,1813,2654
Andorra,AND,1814,2654
Andorra,AND,1815,2654
Andorra,AND,1816,2654
Andorra,AND,1817,2654
Andorra,AND,1818,2654
Andorra,AND,1819,2658
Andorra,AND,1820,2665
Andorra,AND,1821,2677
Andorra,AND,1822,2692
Andorra,AND,1823,2711
Andorra,AND,1824,2730
Andorra,AND,1825,2749
Andorra,AND,1826,2769
Andorra,AND,1827,2788
Andorra,AND,1828,2808
Andorra,AND,1829,2828
Andorra,AND,1830,2848
Andorra,AND,1831,2868
Andorra,AND,1832,2888
Andorra,AND,1833,2908
Andorra,AND,1834,2929
Andorra,AND,1835,2950
Andorra,AND,1836,2970
Andorra,AND,1837,2991
Andorra,AND,1838,3013
Andorra,AND,1839,3034
Andorra,AND,1840,3055
Andorra,AND,1841,3077
Andorra,AND,1842,3099
Andorra,AND,1843,3120
Andorra,AND,1844,3142
Andorra,AND,1845,3165
Andorra,AND,1846,3187
Andorra,AND,1847,3210
Andorra,AND,1848,3232
Andorra,AND,1849,3255
Andorra,AND,1850,3278
Andorra,AND,1851,3299
Andorra,AND,1852,3321
Andorra,AND,1853,3342
Andorra,AND,1854,3364
Andorra,AND,1855,3385
Andorra,AND,1856,3407
Andorra,AND,1857,3429
Andorra,AND,1858,3451
Andorra,AND,1859,3474
Andorra,AND,1860,3496
Andorra,AND,1861,3519
Andorra,AND,1862,3541
Andorra,AND,1863,3564
Andorra,AND,1864,3587
Andorra,AND,1865,3611
Andorra,AND,1866,3634
Andorra,AND,1867,3657
Andorra,AND,1868,3681
Andorra,AND,1869,3705
Andorra,AND,1870,3729
Andorra,AND,1871,3753
Andorra,AND,1872,3777
Andorra,AND,1873,3801
Andorra,AND,1874,3826
Andorra,AND,1875,3851
Andorra,AND,1876,3875
Andorra,AND,1877,3900
Andorra,AND,1878,3926
Andorra,AND,1879,3951
Andorra,AND,1880,3976
Andorra,AND,1881,4002
Andorra,AND,1882,4028
Andorra,AND,1883,4054
Andorra,AND,1884,4080
Andorra,AND,1885,4106
Andorra,AND,1886,4133
Andorra,AND,1887,4160
Andorra,AND,1888,4186
Andorra,AND,1889,4213
Andorra,AND,1890,4241
Andorra,AND,1891,4268
Andorra,AND,1892,4295
Andorra,AND,1893,4323
Andorra,AND,1894,4351
Andorra,AND,1895,4379
Andorra,AND,1896,4407
Andorra,AND,1897,4436
Andorra,AND,1898,4464
Andorra,AND,1899,4493
Andorra,AND,1900,4522
Andorra,AND,1901,4551
Andorra,AND,1902,4581
Andorra,AND,1903,4610
Andorra,AND,1904,4640
Andorra,AND,1905,4670
Andorra,AND,1906,4700
Andorra,AND,1907,4730
Andorra,AND,1908,4761
Andorra,AND,1909,4802
Andorra,AND,1910,4855
Andorra,AND,1911,4920
Andorra,AND,1912,4996
Andorra,AND,1913,5085
Andorra,AND,1914,5176
Andorra,AND,1915,5268
Andorra,AND,1916,5361
Andorra,AND,1917,5456
Andorra,AND,1918,5557
Andorra,AND,1919,5617
Andorra,AND,1920,5637
Andorra,AND,1921,5617
Andorra,AND,1922,5557
Andorra,AND,1923,5456
Andorra,AND,1924,5358
Andorra,AND,1925,5261
Andorra,AND,1926,5166
Andorra,AND,1927,5073
Andorra,AND,1928,4981
Andorra,AND,1929,4919
Andorra,AND,1930,4885
Andorra,AND,1931,4880
Andorra,AND,1932,4904
Andorra,AND,1933,4956
Andorra,AND,1934,5009
Andorra,AND,1935,5062
Andorra,AND,1936,5116
Andorra,AND,1937,5170
Andorra,AND,1938,5225
Andorra,AND,1939,5280
Andorra,AND,1940,5337
Andorra,AND,1941,5393
Andorra,AND,1942,5450
Andorra,AND,1943,5508
Andorra,AND,1944,5567
Andorra,AND,1945,5626
Andorra,AND,1946,5686
Andorra,AND,1947,5746
Andorra,AND,1948,5807
Andorra,AND,1949,5893
Andorra,AND,1950,6028
Andorra,AND,1951,5848
Andorra,AND,1952,5475
Andorra,AND,1953,5335
Andorra,AND,1954,5590
Andorra,AND,1955,6139
Andorra,AND,1956,6730
Andorra,AND,1957,7353
Andorra,AND,1958,8020
Andorra,AND,1959,8723
Andorra,AND,1960,9473
Andorra,AND,1961,10238
Andorra,AND,1962,11037
Andorra,AND,1963,11865
Andorra,AND,1964,12718
Andorra,AND,1965,13585
Andorra,AND,1966,14569
Andorra,AND,1967,15768
Andorra,AND,1968,17103
Andorra,AND,1969,18471
Andorra,AND,1970,19885
Andorra,AND,1971,21346
Andorra,AND,1972,22855
Andorra,AND,1973,24413
Andorra,AND,1974,26025
Andorra,AND,1975,27664
Andorra,AND,1976,29314
Andorra,AND,1977,30971
Andorra,AND,1978,32597
Andorra,AND,1979,34167
Andorra,AND,1980,35639
Andorra,AND,1981,37008
Andorra,AND,1982,38617
Andorra,AND,1983,40456
Andorra,AND,1984,42202
Andorra,AND,1985,43834
Andorra,AND,1986,45625
Andorra,AND,1987,47659
Andorra,AND,1988,49680
Andorra,AND,1989,51661
Andorra,AND,1990,53590
Andorra,AND,1991,55455
Andorra,AND,1992,57305
Andorra,AND,1993,59177
Andorra,AND,1994,61057
Andorra,AND,1995,62944
Andorra,AND,1996,64166
Andorra,AND,1997,64702
Andorra,AND,1998,65204
Andorra,AND,1999,65675
Andorra,AND,2000,66116
Andorra,AND,2001,67841
Andorra,AND,2002,70868
Andorra,AND,2003,73929
Andorra,AND,2004,76950
Andorra,AND,2005,79845
Andorra,AND,2006,80241
Andorra,AND,2007,78187
Andorra,AND,2008,76073
Andorra,AND,2009,73879
Andorra,AND,2010,71542
Andorra,AND,2011,70587
Andorra,AND,2012,71035
Andorra,AND,2013,71385
Andorra,AND,2014,71644
Andorra,AND,2015,71766
Andorra,AND,2016,72563
Andorra,AND,2017,73853
Andorra,AND,2018,75034
Andorra,AND,2019,76361
Andorra,AND,2020,77723
Andorra,AND,2021,79057
Angola,AGO,-10000,379
Angola,AGO,-9000,633
Angola,AGO,-8000,1055
Angola,AGO,-7000,1758
Angola,AGO,-6000,2930
Angola,AGO,-5000,4884
Angola,AGO,-4000,8141
Angola,AGO,-3000,13569
Angola,AGO,-2000,22615
Angola,AGO,-1000,37692
Angola,AGO,0,62820
Angola,AGO,100,83761
Angola,AGO,200,111681
Angola,AGO,300,148908
Angola,AGO,400,198544
Angola,AGO,500,264726
Angola,AGO,600,352968
Angola,AGO,700,470623
Angola,AGO,800,627498
Angola,AGO,900,815748
Angola,AGO,1000,1003998
Angola,AGO,1100,1171329
Angola,AGO,1200,1338664
Angola,AGO,1300,1506003
Angola,AGO,1400,1756999
Angola,AGO,1500,2007996
Angola,AGO,1600,2133499
Angola,AGO,1700,2258998
Angola,AGO,1710,1072916
Angola,AGO,1720,1087878
Angola,AGO,1730,1103711
Angola,AGO,1740,1120515
Angola,AGO,1750,1138409
Angola,AGO,1760,1157504
Angola,AGO,1770,1177964
Angola,AGO,1780,1199963
Angola,AGO,1790,1223722
Angola,AGO,1800,1567028
Angola,AGO,1801,1567028
Angola,AGO,1802,1567028
Angola,AGO,1803,1567028
Angola,AGO,1804,1567028
Angola,AGO,1805,1567028
Angola,AGO,1806,1567028
Angola,AGO,1807,1567028
Angola,AGO,1808,1567028
Angola,AGO,1809,1567028
Angola,AGO,1810,1567028
Angola,AGO,1811,1567028
Angola,AGO,1812,1567028
Angola,AGO,1813,1567028
Angola,AGO,1814,1567028
Angola,AGO,1815,1567028
Angola,AGO,1816,1567028
Angola,AGO,1817,1567028
Angola,AGO,1818,1567028
Angola,AGO,1819,1571640
Angola,AGO,1820,1580933
Angola,AGO,1821,1594974
Angola,AGO,1822,1613834
Angola,AGO,1823,1637584
Angola,AGO,1824,1661683
Angola,AGO,1825,1686138
Angola,AGO,1826,1710952
Angola,AGO,1827,1736131
Angola,AGO,1828,1761680
Angola,AGO,1829,1787606
Angola,AGO,1830,1813913
Angola,AGO,1831,1840608
Angola,AGO,1832,1867695
Angola,AGO,1833,1895181
Angola,AGO,1834,1923071
Angola,AGO,1835,1951372
Angola,AGO,1836,1980089
Angola,AGO,1837,2009229
Angola,AGO,1838,2038798
Angola,AGO,1839,2068802
Angola,AGO,1840,2099247
Angola,AGO,1841,2130141
Angola,AGO,1842,2161489
Angola,AGO,1843,2193299
Angola,AGO,1844,2225576
Angola,AGO,1845,2258329
Angola,AGO,1846,2291563
Angola,AGO,1847,2325287
Angola,AGO,1848,2359507
Angola,AGO,1849,2390443
Angola,AGO,1850,2418020
Angola,AGO,1851,2445025
Angola,AGO,1852,2468568
Angola,AGO,1853,2488555
Angola,AGO,1854,2508701
Angola,AGO,1855,2529007
Angola,AGO,1856,2549474
Angola,AGO,1857,2570102
Angola,AGO,1858,2590895
Angola,AGO,1859,2611894
Angola,AGO,1860,2633102
Angola,AGO,1861,2654522
Angola,AGO,1862,2676155
Angola,AGO,1863,2698003
Angola,AGO,1864,2720026
Angola,AGO,1865,2742225
Angola,AGO,1866,2764601
Angola,AGO,1867,2787156
Angola,AGO,1868,2809892
Angola,AGO,1869,2831694
Angola,AGO,1870,2852547
Angola,AGO,1871,2872435
Angola,AGO,1872,2891341
Angola,AGO,1873,2909249
Angola,AGO,1874,2927264
Angola,AGO,1875,2945386
Angola,AGO,1876,2963618
Angola,AGO,1877,2981958
Angola,AGO,1878,3000408
Angola,AGO,1879,3018954
Angola,AGO,1880,3037598
Angola,AGO,1881,3056340
Angola,AGO,1882,3075181
Angola,AGO,1883,3094120
Angola,AGO,1884,3113172
Angola,AGO,1885,3132337
Angola,AGO,1886,3151616
Angola,AGO,1887,3171010
Angola,AGO,1888,3190519
Angola,AGO,1889,3203693
Angola,AGO,1890,3210508
Angola,AGO,1891,3210945
Angola,AGO,1892,3204981
Angola,AGO,1893,3192595
Angola,AGO,1894,3180253
Angola,AGO,1895,3167955
Angola,AGO,1896,3155700
Angola,AGO,1897,3143489
Angola,AGO,1898,3131321
Angola,AGO,1899,3117320
Angola,AGO,1900,3101503
Angola,AGO,1901,3083888
Angola,AGO,1902,3064493
Angola,AGO,1903,3043335
Angola,AGO,1904,3022320
Angola,AGO,1905,3001447
Angola,AGO,1906,2980714
Angola,AGO,1907,2960121
Angola,AGO,1908,2939666
Angola,AGO,1909,2921666
Angola,AGO,1910,2906100
Angola,AGO,1911,2892945
Angola,AGO,1912,2882183
Angola,AGO,1913,2873791
Angola,AGO,1914,2865420
Angola,AGO,1915,2857070
Angola,AGO,1916,2848742
Angola,AGO,1917,2840434
Angola,AGO,1918,2829072
Angola,AGO,1919,2828420
Angola,AGO,1920,2838595
Angola,AGO,1921,2859717
Angola,AGO,1922,2891905
Angola,AGO,1923,2935284
Angola,AGO,1924,2979313
Angola,AGO,1925,3024003
Angola,AGO,1926,3069363
Angola,AGO,1927,3115404
Angola,AGO,1928,3162135
Angola,AGO,1929,3208915
Angola,AGO,1930,3255737
Angola,AGO,1931,3302592
Angola,AGO,1932,3349470
Angola,AGO,1933,3396362
Angola,AGO,1934,3443911
Angola,AGO,1935,3492126
Angola,AGO,1936,3541016
Angola,AGO,1937,3590590
Angola,AGO,1938,3640858
Angola,AGO,1939,3694824
Angola,AGO,1940,3752594
Angola,AGO,1941,3814276
Angola,AGO,1942,3879980
Angola,AGO,1943,3949820
Angola,AGO,1944,4020916
Angola,AGO,1945,4093293
Angola,AGO,1946,4166972
Angola,AGO,1947,4241977
Angola,AGO,1948,4318333
Angola,AGO,1949,4397048
Angola,AGO,1950,4478186
Angola,AGO,1951,4569744
Angola,AGO,1952,4663968
Angola,AGO,1953,4758721
Angola,AGO,1954,4850457
Angola,AGO,1955,4938121
Angola,AGO,1956,5022111
Angola,AGO,1957,5104334
Angola,AGO,1958,5185843
Angola,AGO,1959,5269954
Angola,AGO,1960,5357201
Angola,AGO,1961,5441328
Angola,AGO,1962,5521405
Angola,AGO,1963,5599831
Angola,AGO,1964,5673208
Angola,AGO,1965,5736588
Angola,AGO,1966,5787056
Angola,AGO,1967,5827502
Angola,AGO,1968,5868201
Angola,AGO,1969,5928387
Angola,AGO,1970,6029702
Angola,AGO,1971,6177053
Angola,AGO,1972,6364736
Angola,AGO,1973,6578237
Angola,AGO,1974,6802495
Angola,AGO,1975,7032728
Angola,AGO,1976,7266788
Angola,AGO,1977,7511898
Angola,AGO,1978,7771595
Angola,AGO,1979,8043223
Angola,AGO,1980,8330053
Angola,AGO,1981,8631461
Angola,AGO,1982,8947154
Angola,AGO,1983,9276704
Angola,AGO,1984,9617709
Angola,AGO,1985,9970631
Angola,AGO,1986,10332577
Angola,AGO,1987,10694060
Angola,AGO,1988,11060263
Angola,AGO,1989,11439505
Angola,AGO,1990,11828643
Angola,AGO,1991,12228698
Angola,AGO,1992,12632509
Angola,AGO,1993,13038277
Angola,AGO,1994,13462032
Angola,AGO,1995,13912258
Angola,AGO,1996,14383352
Angola,AGO,1997,14871148
Angola,AGO,1998,15366866
Angola,AGO,1999,15870759
Angola,AGO,2000,16394067
Angola,AGO,2001,16941584
Angola,AGO,2002,17516140
Angola,AGO,2003,18124346
Angola,AGO,2004,18771128
Angola,AGO,2005,19450962
Angola,AGO,2006,20162338
Angola,AGO,2007,20909692
Angola,AGO,2008,21691524
Angola,AGO,2009,22507674
Angola,AGO,2010,23364196
Angola,AGO,2011,24259120
Angola,AGO,2012,25188298
Angola,AGO,2013,26147012
Angola,AGO,2014,27128340
Angola,AGO,2015,28127724
Angola,AGO,2016,29154742
Angola,AGO,2017,30208634
Angola,AGO,2018,31273538
Angola,AGO,2019,32353592
Angola,AGO,2020,33428490
Angola,AGO,2021,34503776
Anguilla,AIA,-10000,0
Anguilla,AIA,-9000,0
Anguilla,AIA,-8000,0
Anguilla,AIA,-7000,1
Anguilla,AIA,-6000,3
Anguilla,AIA,-5000,7
Anguilla,AIA,-4000,14
Anguilla,AIA,-3000,29
Anguilla,AIA,-2000,58
Anguilla,AIA,-1000,116
Anguilla,AIA,0,233
Anguilla,AIA,100,254
Anguilla,AIA,200,278
Anguilla,AIA,300,303
Anguilla,AIA,400,330
Anguilla,AIA,500,361
Anguilla,AIA,600,393
Anguilla,AIA,700,429
Anguilla,AIA,800,468
Anguilla,AIA,900,511
Anguilla,AIA,1000,557
Anguilla,AIA,1100,608
Anguilla,AIA,1200,663
Anguilla,AIA,1300,724
Anguilla,AIA,1400,790
Anguilla,AIA,1500,861
Anguilla,AIA,1600,940
Anguilla,AIA,1700,1025
Anguilla,AIA,1710,1139
Anguilla,AIA,1720,1266
Anguilla,AIA,1730,1406
Anguilla,AIA,1740,1585
Anguilla,AIA,1750,1763
Anguilla,AIA,1760,1941
Anguilla,AIA,1770,2119
Anguilla,AIA,1780,2298
Anguilla,AIA,1790,2476
Anguilla,AIA,1800,2654
Anguilla,AIA,1810,2832
Anguilla,AIA,1820,3010
Anguilla,AIA,1830,3100
Anguilla,AIA,1840,2950
Anguilla,AIA,1850,3071
Anguilla,AIA,1860,2965
Anguilla,AIA,1870,2815
Anguilla,AIA,1880,3160
Anguilla,AIA,1890,3650
Anguilla,AIA,1900,3980
Anguilla,AIA,1910,4160
Anguilla,AIA,1920,4187
Anguilla,AIA,1930,4994
Anguilla,AIA,1940,5533
Anguilla,AIA,1950,5036
Anguilla,AIA,1951,5264
Anguilla,AIA,1952,5423
Anguilla,AIA,1953,5547
Anguilla,AIA,1954,5685
